Designator,Mid X,Mid Y,Rotation,Layer
J1,113.725,-34.5615,180.0,top
J2,106.175,-58.7,270.0,top
J3,106.175,-47.65,270.0,top
J4,106.175,-69.75,270.0,top
J5,106.175,-80.8,270.0,top
J6,121.525,-47.65,90.0,top
J7,121.525,-58.7,90.0,top
J8,121.525,-69.75,90.0,top
J9,121.525,-80.8,90.0,top
